monitor,detection_rate,healthy_fa_rate,mean_lead_all,median_delay,episode_auc,det[looping],det[tool_cascade],det[context_corruption]
"esn_cusum_max[e,m]",0.6111111111111112,0.08333333333333333,0.3333333333333333,1.0,0.8564814814814815,0.4166666666666667,0.8333333333333334,0.5833333333333334
esn_cusum[e],0.19444444444444445,0.16666666666666666,0.0,2.0,0.5347222222222222,0.16666666666666666,0.25,0.16666666666666666
self_drift,0.2222222222222222,0.3333333333333333,0.05555555555555555,1.0,0.48842592592592593,0.4166666666666667,0.08333333333333333,0.16666666666666666
linear_ar,0.25,0.08333333333333333,0.2222222222222222,1.0,0.6909722222222223,0.25,0.5,0.0
gru,0.25,0.08333333333333333,0.2222222222222222,1.0,0.7037037037037037,0.16666666666666666,0.5833333333333334,0.0
lstm,0.19444444444444445,0.0,0.19444444444444445,1.0,0.724537037037037,0.08333333333333333,0.5,0.0
delta_mahalanobis,0.25,0.0,0.3611111111111111,0.0,0.7314814814814815,0.16666666666666666,0.5833333333333334,0.0
mahalanobis,0.25,0.08333333333333333,0.3611111111111111,0.0,0.7870370370370371,0.16666666666666666,0.5833333333333334,0.0
iforest,0.1111111111111111,0.0,0.0,1.5,0.724537037037037,0.0,0.08333333333333333,0.25
