monitor,detection_rate,healthy_fa_rate,mean_lead_all,median_delay,episode_auc,det[looping],det[tool_cascade],det[context_corruption]
"esn_cusum_max[e,m]",0.6111111111111112,0.08333333333333333,0.3333333333333333,1.0,0.8564814814814815,0.4166666666666667,0.8333333333333334,0.5833333333333334
"esn_cusum_max[e,m,x]",0.6666666666666666,0.08333333333333333,0.4722222222222222,1.0,0.8541666666666667,0.5833333333333334,0.8333333333333334,0.5833333333333334
esn_cusum[x],0.19444444444444445,0.0,0.2222222222222222,1.0,0.6666666666666667,0.3333333333333333,0.0,0.25
delta_mahalanobis,0.3888888888888889,0.0,0.5,0.5,0.7615740740740742,0.5,0.5833333333333334,0.08333333333333333
