dataset,episode_id,is_healthy,failure_class,T,tau,horizon,z_esn_at_alarm,z_maha_at_alarm,z_esn_max,z_maha_max,logit_max,theta_logistic,coef_esn,coef_maha,intercept,outcome_esn,outcome_maha,outcome_logistic
demo_real_varied,real-healthy-004,True,,8,,,0.3993107751321864,3.208737408856526,0.9712362493866402,3.208737408856526,-2.476975727024323,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,correct_silence,correct_silence,correct_silence
demo_real_varied,real-healthy-032,True,,9,,,2.3729346465950742,3.6357144592569925,2.6782981753892563,4.5943848548408734,-1.7859627050572402,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,correct_silence,false_alarm,correct_silence
demo_real_varied,real-healthy-025,True,,10,,,2.014695424064903,2.7621415973015138,2.0904765928859828,2.8963637986853974,-2.2946408082386407,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,correct_silence,correct_silence,correct_silence
demo_real_varied,real-healthy-031,True,,7,,,2.9059307202348528,2.87615718751415,2.9059307202348528,3.4145612264522653,-0.3543599703096598,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,false_alarm,correct_silence,false_alarm
demo_real_varied,real-healthy-002,True,,7,,,0.7481673070933176,4.5577026796917925,0.7481673070933176,4.5577026796917925,-0.5437299007713015,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,correct_silence,false_alarm,false_alarm
demo_real_varied,real-healthy-006,True,,9,,,0.15033133392746098,2.7661549083578247,0.15033133392746098,2.7661549083578247,-1.2078913094637516,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,correct_silence,correct_silence,correct_silence
demo_real_varied,real-looping-000,False,looping,11,2.0,8.0,50.0,13.091673312109515,50.0,19.107895193972325,16.491425768754098,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-looping-002,False,looping,7,2.0,4.0,50.0,14.301299860289825,50.0,14.301299860289825,15.063627133260514,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-looping-003,False,looping,8,2.0,5.0,50.0,14.878218761615374,50.0,14.878218761615374,16.97552213454742,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-rate_limit-000,False,rate_limit,10,4.0,5.0,50.0,13.161093987003046,50.0,13.161093987003046,14.514701255142906,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,early_alarm,early_alarm,early_alarm
demo_real_varied,real-rate_limit-002,False,rate_limit,7,2.0,4.0,50.0,13.296023261706912,50.0,17.389892241285533,16.546798033690045,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-rate_limit-003,False,rate_limit,8,3.0,4.0,50.0,11.099558448886716,50.0,11.099558448886716,15.95162670246348,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-wrong_document-000,False,wrong_document,8,2.0,5.0,50.0,15.305226013962324,50.0,18.78302406217283,15.546944276577232,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-wrong_document-002,False,wrong_document,7,2.0,4.0,50.0,12.088094504214572,50.0,14.400626123833229,13.998130347108951,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-wrong_document-003,False,wrong_document,8,2.0,5.0,50.0,10.86443833374617,50.0,12.730637096430447,15.887916712160168,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-malformed_json-000,False,malformed_json,10,2.0,7.0,50.0,15.196137985907411,50.0,15.196137985907411,15.494426355914758,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-malformed_json-002,False,malformed_json,7,2.0,4.0,0.0,14.39859811839508,15.51620422985136,14.39859811839508,2.811906225323031,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,true_alarm,early_alarm,early_alarm
demo_real_varied,real-malformed_json-003,False,malformed_json,8,2.0,5.0,0.6598219425818748,3.8765075865528744,1.5255468562225873,3.8765075865528744,-2.0914148827186616,-0.75130174543217,0.27244934710104746,0.3761974146893967,-3.0611679902518265,miss,miss,miss
