monitor,detection_rate,healthy_fa_rate,mean_lead_all,median_delay,episode_auc,det[goal_drift],det[looping],det[tool_cascade],det[context_corruption]
"esn_cusum_max[e,m]",0.6329113924050633,0.06666666666666667,1.3670886075949367,1.0,0.7873417721518987,0.5909090909090909,0.9444444444444444,0.8333333333333334,0.23809523809523808
"esn_cusum_max[e,m,x]",0.6455696202531646,0.06666666666666667,1.5696202531645569,1.0,0.8016877637130801,0.6363636363636364,0.9444444444444444,0.8333333333333334,0.23809523809523808
esn_cusum[x],0.6582278481012658,0.2,1.620253164556962,1.0,0.7957805907172997,0.5454545454545454,1.0,0.9444444444444444,0.23809523809523808
delta_mahalanobis,0.569620253164557,0.2,1.3417721518987342,1.0,0.7628691983122362,0.4090909090909091,1.0,0.8888888888888888,0.09523809523809523
