dataset,episode_id,is_healthy,failure_class,T,tau,horizon,z_esn_at_alarm,z_maha_at_alarm,z_esn_max,z_maha_max,logit_max,theta_logistic,coef_esn,coef_maha,intercept,outcome_esn,outcome_maha,outcome_logistic
demo_real_varied_ext,real-healthy-076,True,,10,,,13.029654901061157,2.284531971031423,13.029654901061157,2.284531971031423,0.24300172953650545,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-084,True,,7,,,16.611759007754973,3.2393918561066535,16.611759007754973,3.2393918561066535,1.0948611258565548,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-080,True,,7,,,8.647275201688066,4.13324254156171,8.647275201688066,4.13324254156171,0.941449180505785,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,false_alarm,correct_silence
demo_real_varied_ext,real-healthy-061,True,,9,,,0.0,3.3724644602587186,8.389859934701803,3.3724644602587186,0.07858753682388153,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-096,True,,9,,,12.091090859988347,2.134036140732348,12.091090859988347,2.134036140732348,0.07731979130050703,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-100,True,,9,,,23.56450907912287,1.5054475421142977,23.56450907912287,1.5054475421142977,0.6785752632464632,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-065,True,,10,,,8.040093626400193,1.0903610517346674,8.040093626400193,1.0903610517346674,-0.8651756505773558,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-048,True,,8,,,11.616725935470452,0.3057658093465709,11.616725935470452,1.7129636330048892,-1.0173676192856305,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-115,True,,10,,,33.825392678615806,0.5478399009709713,33.825392678615806,3.3899717676706023,0.9881312097806445,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-046,True,,10,,,43.19165706001683,2.536989122112113,43.19165706001683,2.536989122112113,2.9226803154843433,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-064,True,,8,,,18.785685215525657,2.3891127971012094,29.167609730383088,2.3891127971012094,0.7869258512050079,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-114,True,,7,,,19.398207433179895,2.3737870520444915,19.398207433179895,2.396155123269217,0.7439505058850324,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-009,True,,10,,,50.0,7.209236178608294,50.0,7.209236178608294,6.1903623489487885,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,false_alarm,false_alarm,false_alarm
demo_real_varied_ext,real-healthy-079,True,,10,,,18.547645091096566,2.1850778328736955,18.547645091096566,3.6665739372977337,0.6492077182701159,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-024,True,,7,,,39.97196636200539,4.036733390590183,39.97196636200539,4.036733390590183,3.6347965806532416,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,false_alarm,correct_silence
demo_real_varied_ext,real-healthy-007,True,,10,,,50.0,0.7571024765162204,50.0,1.7106785631503776,1.7605156609342556,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-119,True,,9,,,28.213903987594993,1.8605585182668534,28.213903987594993,1.8605585182668534,1.2740720905092262,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,correct_silence,correct_silence
demo_real_varied_ext,real-healthy-099,True,,7,,,50.0,4.979404242932518,50.0,4.979404242932518,4.903844118975473,3.9747035412791565,0.07982056582538741,0.6898463623008906,-2.3991770988188343,correct_silence,false_alarm,false_alarm
