monitor,detection_rate,healthy_fa_rate,mean_lead_all,median_delay,episode_auc,det[looping],det[tool_cascade],det[context_corruption]
"esn_cusum_max[e,m]",0.45714285714285713,0.25,0.7714285714285715,1.0,0.6047619047619047,0.3333333333333333,0.9166666666666666,0.09090909090909091
"esn_cusum_max[e,m,x]",0.5428571428571428,0.25,0.8571428571428571,1.0,0.630952380952381,0.5,0.9166666666666666,0.18181818181818182
esn_cusum[x],0.3142857142857143,0.25,0.45714285714285713,1.0,0.45,0.4166666666666667,0.3333333333333333,0.18181818181818182
delta_mahalanobis,0.3142857142857143,0.25,0.5428571428571428,1.0,0.738095238095238,0.5,0.4166666666666667,0.0
