monitor,detection_rate,healthy_fa_rate,mean_lead_all,median_delay,episode_auc,det[goal_drift],det[looping],det[tool_cascade],det[context_corruption]
"esn_cusum_max[e,u,m]",0.3829787234042553,0.08333333333333333,0.5957446808510638,1.0,0.7996453900709221,0.3333333333333333,0.36363636363636365,0.8333333333333334,0.0
"esn_cusum_max[e,u,m,x]",0.425531914893617,0.08333333333333333,0.7021276595744681,1.0,0.8067375886524824,0.3333333333333333,0.5454545454545454,0.8333333333333334,0.0
esn_cusum[x],0.1702127659574468,0.0,0.23404255319148937,1.0,0.6879432624113475,0.08333333333333333,0.45454545454545453,0.16666666666666666,0.0
delta_mahalanobis,0.5106382978723404,0.16666666666666666,0.6595744680851063,1.0,0.8173758865248227,0.4166666666666667,0.7272727272727273,0.75,0.16666666666666666
