dataset,episode_id,failure_class,T,tau,horizon,det_esn,det_maha,det_logistic
real_research7b_long,real-malformed_json-004,malformed_json,11,2,8,False,False,False
real_research7b_long,real-malformed_json-005,malformed_json,11,2,8,False,True,True
real_research7b_long,real-context_corruption-000,context_corruption,11,2,8,False,False,False
real_research7b_long,real-context_corruption-001,context_corruption,12,2,9,False,False,False
real_research7b_long,real-context_corruption-002,context_corruption,11,2,8,False,False,False
real_research7b_long,real-context_corruption-003,context_corruption,11,2,8,False,False,False
real_research7b_long,real-context_corruption-004,context_corruption,11,2,8,False,False,False
real_research7b_long,real-context_corruption-005,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-looping-000,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-001,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-002,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-003,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-004,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-005,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-006,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-007,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-008,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-009,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-010,looping,11,2,8,True,False,True
real_research7b_long_ext,real-looping-011,looping,11,2,8,True,True,True
real_research7b_long_ext,real-looping-012,looping,11,2,8,True,True,True
real_research7b_long_ext,real-tool_cascade-000,tool_cascade,11,4,6,True,False,True
real_research7b_long_ext,real-tool_cascade-001,tool_cascade,11,3,7,True,False,True
real_research7b_long_ext,real-tool_cascade-002,tool_cascade,11,5,5,True,False,True
real_research7b_long_ext,real-tool_cascade-003,tool_cascade,11,2,8,True,False,True
real_research7b_long_ext,real-tool_cascade-004,tool_cascade,11,3,7,True,True,True
real_research7b_long_ext,real-tool_cascade-005,tool_cascade,11,3,7,True,True,True
real_research7b_long_ext,real-tool_cascade-006,tool_cascade,11,4,6,True,False,True
real_research7b_long_ext,real-tool_cascade-007,tool_cascade,11,5,5,True,True,True
real_research7b_long_ext,real-tool_cascade-008,tool_cascade,11,2,8,True,False,True
real_research7b_long_ext,real-tool_cascade-009,tool_cascade,11,3,7,True,False,True
real_research7b_long_ext,real-tool_cascade-010,tool_cascade,11,3,7,True,False,True
real_research7b_long_ext,real-tool_cascade-011,tool_cascade,11,3,7,True,True,True
real_research7b_long_ext,real-tool_cascade-012,tool_cascade,13,2,10,True,True,True
real_research7b_long_ext,real-rate_limit-000,rate_limit,11,4,6,False,True,False
real_research7b_long_ext,real-rate_limit-001,rate_limit,11,4,6,False,True,False
real_research7b_long_ext,real-rate_limit-002,rate_limit,11,2,8,True,True,True
real_research7b_long_ext,real-rate_limit-003,rate_limit,11,3,7,True,True,True
real_research7b_long_ext,real-rate_limit-004,rate_limit,11,2,8,True,True,True
real_research7b_long_ext,real-rate_limit-005,rate_limit,11,4,6,True,True,True
real_research7b_long_ext,real-rate_limit-006,rate_limit,11,2,8,True,True,True
real_research7b_long_ext,real-rate_limit-007,rate_limit,13,3,9,True,True,True
real_research7b_long_ext,real-rate_limit-008,rate_limit,11,3,7,True,True,True
real_research7b_long_ext,real-rate_limit-009,rate_limit,11,3,7,True,False,True
real_research7b_long_ext,real-rate_limit-010,rate_limit,11,2,8,True,True,True
real_research7b_long_ext,real-rate_limit-011,rate_limit,11,4,6,True,True,True
real_research7b_long_ext,real-rate_limit-012,rate_limit,11,3,7,True,False,True
real_research7b_long_ext,real-timeout-000,timeout,11,2,8,True,False,True
real_research7b_long_ext,real-timeout-001,timeout,11,3,7,True,False,True
real_research7b_long_ext,real-timeout-002,timeout,11,2,8,True,True,True
real_research7b_long_ext,real-timeout-003,timeout,11,4,6,True,False,True
real_research7b_long_ext,real-timeout-004,timeout,11,4,6,True,True,True
real_research7b_long_ext,real-timeout-005,timeout,11,2,8,True,True,True
real_research7b_long_ext,real-timeout-006,timeout,11,2,8,True,False,True
real_research7b_long_ext,real-timeout-007,timeout,11,3,7,True,False,True
real_research7b_long_ext,real-timeout-008,timeout,12,2,9,True,False,True
real_research7b_long_ext,real-timeout-009,timeout,11,3,7,True,False,True
real_research7b_long_ext,real-timeout-010,timeout,11,2,8,True,True,True
real_research7b_long_ext,real-timeout-011,timeout,11,6,4,True,False,True
real_research7b_long_ext,real-timeout-012,timeout,11,2,8,True,False,True
real_research7b_long_ext,real-wrong_document-000,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-001,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-002,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-003,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-004,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-005,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-006,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-007,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-008,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-009,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-010,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-011,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-wrong_document-012,wrong_document,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-000,malformed_json,12,2,9,False,False,False
real_research7b_long_ext,real-malformed_json-001,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-002,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-003,malformed_json,11,2,8,True,False,False
real_research7b_long_ext,real-malformed_json-004,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-005,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-006,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-007,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-008,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-009,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-010,malformed_json,11,2,8,True,False,False
real_research7b_long_ext,real-malformed_json-011,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-malformed_json-012,malformed_json,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-000,context_corruption,16,2,13,False,False,False
real_research7b_long_ext,real-context_corruption-001,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-002,context_corruption,12,2,9,False,False,False
real_research7b_long_ext,real-context_corruption-003,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-004,context_corruption,14,2,11,False,False,False
real_research7b_long_ext,real-context_corruption-005,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-006,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-007,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-008,context_corruption,16,2,13,False,False,False
real_research7b_long_ext,real-context_corruption-009,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-010,context_corruption,11,2,8,False,False,False
real_research7b_long_ext,real-context_corruption-011,context_corruption,16,2,13,False,False,False
real_research7b_long_ext,real-context_corruption-012,context_corruption,13,2,10,False,False,False
