dataset,episode_id,failure_class,T,tau,horizon,det_esn,det_maha,det_logistic
autogen7b,autogen-looping-008,looping,6,3,2,True,True,True
autogen7b,autogen-looping-009,looping,5,2,2,False,False,False
autogen7b,autogen-looping-011,looping,6,2,3,True,True,True
autogen7b,autogen-looping-012,looping,6,2,3,True,True,True
autogen7b,autogen-looping-013,looping,7,3,3,True,True,True
autogen7b,autogen-looping-014,looping,7,2,4,True,True,True
autogen7b,autogen-looping-015,looping,5,2,2,True,True,True
autogen7b,autogen-looping-016,looping,5,3,1,False,False,False
autogen7b,autogen-looping-017,looping,6,3,2,True,True,True
autogen7b,autogen-looping-018,looping,5,3,1,False,False,False
autogen7b,autogen-looping-019,looping,6,3,2,True,True,False
autogen7b,autogen-looping-020,looping,8,2,5,True,True,False
autogen7b,autogen-looping-021,looping,6,3,2,False,False,False
autogen7b,autogen-looping-022,looping,5,2,2,True,True,True
autogen7b,autogen-looping-023,looping,5,3,1,False,True,True
autogen7b,autogen-looping-024,looping,5,2,2,False,False,False
autogen7b,autogen-looping-025,looping,5,2,2,True,True,True
autogen7b,autogen-looping-026,looping,6,2,3,True,True,True
autogen7b,autogen-looping-027,looping,7,2,4,True,True,True
autogen7b,autogen-looping-028,looping,6,3,2,True,True,True
autogen7b,autogen-looping-029,looping,5,2,2,True,True,True
autogen7b,autogen-looping-030,looping,5,2,2,False,False,False
autogen7b,autogen-looping-031,looping,6,2,3,True,True,True
autogen7b,autogen-looping-032,looping,5,2,2,False,False,False
autogen7b,autogen-looping-033,looping,5,2,2,False,False,False
autogen7b,autogen-looping-034,looping,7,3,3,True,True,True
autogen7b,autogen-looping-035,looping,5,2,2,False,False,False
autogen7b,autogen-context_corruption-000,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-001,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-002,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-003,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-004,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-005,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-007,context_corruption,5,3,1,False,False,False
autogen7b,autogen-context_corruption-008,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-009,context_corruption,5,3,1,False,False,False
autogen7b,autogen-context_corruption-010,context_corruption,6,2,3,False,False,False
autogen7b,autogen-context_corruption-011,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-012,context_corruption,7,3,3,False,False,False
autogen7b,autogen-context_corruption-013,context_corruption,5,2,2,True,True,True
autogen7b,autogen-context_corruption-014,context_corruption,7,2,4,True,False,False
autogen7b,autogen-context_corruption-015,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-016,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-017,context_corruption,5,3,1,False,False,False
autogen7b,autogen-context_corruption-018,context_corruption,5,3,1,False,False,False
autogen7b,autogen-context_corruption-019,context_corruption,5,3,1,False,False,False
autogen7b,autogen-context_corruption-021,context_corruption,7,3,3,True,False,False
autogen7b,autogen-context_corruption-022,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-023,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-024,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-025,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-026,context_corruption,5,3,1,False,False,False
autogen7b,autogen-context_corruption-027,context_corruption,7,2,4,False,True,True
autogen7b,autogen-context_corruption-028,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-029,context_corruption,4,2,1,False,False,False
autogen7b,autogen-context_corruption-030,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-031,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-032,context_corruption,5,2,2,False,False,False
autogen7b,autogen-context_corruption-034,context_corruption,7,2,4,True,False,False
autogen7b,autogen-context_corruption-035,context_corruption,5,3,1,False,False,False
ollama7b,real-tool_cascade-001,tool_cascade,5,3,1,True,True,True
ollama7b,real-tool_cascade-002,tool_cascade,6,3,2,True,False,False
ollama7b,real-tool_cascade-003,tool_cascade,6,3,2,True,False,False
ollama7b,real-tool_cascade-005,tool_cascade,7,2,4,True,False,False
ollama7b,real-tool_cascade-006,tool_cascade,7,5,1,True,False,False
ollama7b,real-tool_cascade-008,tool_cascade,7,2,4,True,True,True
ollama7b,real-tool_cascade-009,tool_cascade,7,2,4,True,False,False
ollama7b,real-tool_cascade-010,tool_cascade,5,3,1,True,True,False
ollama7b,real-tool_cascade-011,tool_cascade,5,3,1,True,True,True
ollama7b,real-tool_cascade-012,tool_cascade,5,3,1,True,False,True
ollama7b,real-tool_cascade-015,tool_cascade,7,3,3,True,True,False
ollama7b,real-tool_cascade-016,tool_cascade,7,3,3,True,False,False
ollama7b,real-tool_cascade-018,tool_cascade,6,3,2,True,True,False
ollama7b,real-tool_cascade-019,tool_cascade,7,3,3,True,False,False
ollama7b,real-tool_cascade-020,tool_cascade,5,2,2,True,True,False
ollama7b,real-tool_cascade-021,tool_cascade,5,3,1,True,True,True
ollama7b,real-tool_cascade-022,tool_cascade,7,4,2,True,False,False
ollama7b,real-tool_cascade-023,tool_cascade,7,3,3,True,False,False
ollama7b,real-looping-000,looping,6,3,2,True,True,True
ollama7b,real-looping-001,looping,8,3,4,True,True,True
ollama7b,real-looping-002,looping,6,3,2,True,True,False
ollama7b,real-looping-003,looping,7,3,3,True,True,False
ollama7b,real-looping-004,looping,7,2,4,True,True,False
ollama7b,real-looping-005,looping,7,2,4,True,True,True
ollama7b,real-looping-006,looping,7,3,3,True,True,False
ollama7b,real-looping-007,looping,6,2,3,True,False,True
ollama7b,real-looping-008,looping,7,3,3,True,False,False
ollama7b,real-looping-009,looping,7,3,3,True,False,False
ollama7b,real-looping-010,looping,6,2,3,True,True,True
ollama7b,real-looping-011,looping,6,2,3,True,True,True
ollama7b,real-looping-012,looping,5,3,1,True,False,False
ollama7b,real-looping-013,looping,6,2,3,True,False,False
ollama7b,real-looping-014,looping,5,3,1,True,True,False
ollama7b,real-looping-015,looping,7,3,3,True,False,True
ollama7b,real-looping-016,looping,7,2,4,True,True,True
ollama7b,real-looping-017,looping,8,3,4,True,True,True
ollama7b,real-looping-018,looping,7,2,4,True,True,True
ollama7b,real-looping-019,looping,7,2,4,True,True,True
ollama7b,real-looping-020,looping,6,3,2,True,True,True
ollama7b,real-looping-021,looping,5,2,2,True,False,False
ollama7b,real-looping-022,looping,7,3,3,True,False,True
ollama7b,real-looping-023,looping,7,3,3,True,False,True
ollama7b,real-goal_drift-001,goal_drift,5,3,1,True,False,False
ollama7b,real-goal_drift-002,goal_drift,4,2,1,False,False,False
ollama7b,real-goal_drift-003,goal_drift,5,3,1,True,False,False
ollama7b,real-goal_drift-004,goal_drift,6,2,3,True,False,False
ollama7b,real-goal_drift-005,goal_drift,6,3,2,True,False,False
ollama7b,real-goal_drift-006,goal_drift,6,2,3,True,False,False
ollama7b,real-goal_drift-007,goal_drift,5,2,2,True,True,False
ollama7b,real-goal_drift-008,goal_drift,6,2,3,True,False,False
ollama7b,real-goal_drift-009,goal_drift,9,2,6,True,False,False
ollama7b,real-goal_drift-010,goal_drift,5,3,1,True,False,False
ollama7b,real-goal_drift-011,goal_drift,5,3,1,True,False,False
ollama7b,real-goal_drift-013,goal_drift,5,2,2,True,False,False
ollama7b,real-goal_drift-014,goal_drift,4,2,1,True,False,False
ollama7b,real-goal_drift-015,goal_drift,6,3,2,True,False,False
ollama7b,real-goal_drift-016,goal_drift,6,2,3,True,False,False
ollama7b,real-goal_drift-017,goal_drift,5,3,1,True,False,False
ollama7b,real-goal_drift-018,goal_drift,6,2,3,True,False,False
ollama7b,real-goal_drift-019,goal_drift,9,3,5,True,False,False
ollama7b,real-goal_drift-020,goal_drift,5,3,1,True,False,False
ollama7b,real-goal_drift-022,goal_drift,6,3,2,False,False,False
ollama7b,real-goal_drift-023,goal_drift,6,2,3,False,False,False
ollama7b,real-context_corruption-001,context_corruption,5,3,1,True,False,False
ollama7b,real-context_corruption-002,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-003,context_corruption,6,3,2,True,False,False
ollama7b,real-context_corruption-004,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-005,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-006,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-007,context_corruption,5,2,2,True,False,False
ollama7b,real-context_corruption-008,context_corruption,7,4,2,True,True,True
ollama7b,real-context_corruption-009,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-010,context_corruption,5,2,2,True,False,False
ollama7b,real-context_corruption-012,context_corruption,5,2,2,True,False,False
ollama7b,real-context_corruption-013,context_corruption,5,2,2,True,False,False
ollama7b,real-context_corruption-014,context_corruption,5,3,1,True,False,False
ollama7b,real-context_corruption-015,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-016,context_corruption,7,2,4,True,False,False
ollama7b,real-context_corruption-017,context_corruption,5,2,2,True,False,False
ollama7b,real-context_corruption-018,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-019,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-020,context_corruption,5,3,1,True,False,False
ollama7b,real-context_corruption-021,context_corruption,5,2,2,True,False,False
ollama7b,real-context_corruption-022,context_corruption,7,3,3,True,False,False
ollama7b,real-context_corruption-023,context_corruption,7,2,4,True,False,False
langgraph7b,langgraph-tool_cascade-000,tool_cascade,5,2,2,True,True,True
langgraph7b,langgraph-tool_cascade-003,tool_cascade,4,2,1,True,True,True
langgraph7b,langgraph-tool_cascade-004,tool_cascade,5,3,1,True,True,True
langgraph7b,langgraph-tool_cascade-005,tool_cascade,7,5,1,True,True,True
langgraph7b,langgraph-tool_cascade-006,tool_cascade,7,4,2,True,True,True
langgraph7b,langgraph-tool_cascade-007,tool_cascade,5,3,1,True,True,True
langgraph7b,langgraph-tool_cascade-008,tool_cascade,7,2,4,True,True,True
langgraph7b,langgraph-tool_cascade-009,tool_cascade,7,2,4,True,True,True
langgraph7b,langgraph-tool_cascade-010,tool_cascade,6,4,1,True,True,True
langgraph7b,langgraph-tool_cascade-011,tool_cascade,8,3,4,True,True,True
langgraph7b,langgraph-tool_cascade-014,tool_cascade,8,2,5,True,True,True
langgraph7b,langgraph-tool_cascade-015,tool_cascade,5,3,1,True,True,True
langgraph7b,langgraph-tool_cascade-016,tool_cascade,10,3,6,True,True,True
langgraph7b,langgraph-tool_cascade-018,tool_cascade,7,4,2,True,True,True
langgraph7b,langgraph-tool_cascade-019,tool_cascade,6,2,3,True,True,True
langgraph7b,langgraph-tool_cascade-020,tool_cascade,5,3,1,True,True,True
langgraph7b,langgraph-tool_cascade-021,tool_cascade,6,4,1,True,True,True
langgraph7b,langgraph-tool_cascade-023,tool_cascade,7,3,3,True,True,True
langgraph7b,langgraph-tool_cascade-025,tool_cascade,8,4,3,True,True,True
langgraph7b,langgraph-tool_cascade-026,tool_cascade,6,4,1,True,True,True
langgraph7b,langgraph-tool_cascade-028,tool_cascade,7,4,2,True,True,True
langgraph7b,langgraph-tool_cascade-029,tool_cascade,6,3,2,True,True,True
langgraph7b,langgraph-tool_cascade-030,tool_cascade,7,2,4,True,True,True
langgraph7b,langgraph-tool_cascade-032,tool_cascade,6,3,2,True,True,True
langgraph7b,langgraph-looping-000,looping,7,3,3,True,True,True
langgraph7b,langgraph-looping-001,looping,5,2,2,True,True,True
langgraph7b,langgraph-looping-002,looping,6,3,2,False,True,True
langgraph7b,langgraph-looping-003,looping,6,3,2,False,True,True
langgraph7b,langgraph-looping-004,looping,6,3,2,False,True,True
langgraph7b,langgraph-looping-005,looping,7,3,3,True,True,True
langgraph7b,langgraph-looping-006,looping,10,2,7,True,True,True
langgraph7b,langgraph-looping-007,looping,5,2,2,False,True,True
langgraph7b,langgraph-looping-008,looping,12,2,9,True,True,True
langgraph7b,langgraph-looping-009,looping,6,3,2,False,True,True
langgraph7b,langgraph-looping-011,looping,7,2,4,False,True,True
langgraph7b,langgraph-looping-012,looping,5,3,1,False,True,True
langgraph7b,langgraph-looping-013,looping,6,3,2,False,True,True
langgraph7b,langgraph-looping-014,looping,7,3,3,True,True,True
langgraph7b,langgraph-looping-016,looping,7,3,3,False,True,True
langgraph7b,langgraph-looping-017,looping,6,2,3,True,True,True
langgraph7b,langgraph-looping-018,looping,8,2,5,True,True,True
langgraph7b,langgraph-looping-019,looping,7,2,4,False,True,True
langgraph7b,langgraph-looping-020,looping,6,3,2,False,True,True
langgraph7b,langgraph-looping-021,looping,7,2,4,True,True,True
langgraph7b,langgraph-looping-022,looping,5,3,1,False,True,True
langgraph7b,langgraph-looping-023,looping,9,3,5,True,True,True
langgraph7b,langgraph-looping-024,looping,5,3,1,False,True,True
langgraph7b,langgraph-looping-025,looping,7,3,3,True,True,True
langgraph7b,langgraph-looping-026,looping,8,3,4,True,True,True
langgraph7b,langgraph-looping-027,looping,5,2,2,False,True,True
langgraph7b,langgraph-looping-028,looping,8,3,4,True,True,True
langgraph7b,langgraph-looping-030,looping,7,3,3,False,True,True
langgraph7b,langgraph-looping-031,looping,5,2,2,True,True,True
langgraph7b,langgraph-looping-032,looping,7,3,3,False,True,True
langgraph7b,langgraph-looping-033,looping,5,2,2,True,True,True
langgraph7b,langgraph-looping-034,looping,5,3,1,False,True,True
langgraph7b,langgraph-looping-035,looping,6,3,2,True,True,True
langgraph7b,langgraph-context_corruption-000,context_corruption,6,3,2,True,True,True
langgraph7b,langgraph-context_corruption-001,context_corruption,5,3,1,False,False,False
langgraph7b,langgraph-context_corruption-002,context_corruption,5,2,2,False,True,True
langgraph7b,langgraph-context_corruption-003,context_corruption,5,3,1,False,False,False
langgraph7b,langgraph-context_corruption-004,context_corruption,6,2,3,True,True,True
langgraph7b,langgraph-context_corruption-005,context_corruption,7,3,3,False,False,False
langgraph7b,langgraph-context_corruption-006,context_corruption,7,2,4,False,True,False
langgraph7b,langgraph-context_corruption-007,context_corruption,5,2,2,False,False,False
langgraph7b,langgraph-context_corruption-009,context_corruption,7,3,3,False,True,True
langgraph7b,langgraph-context_corruption-010,context_corruption,6,3,2,True,False,False
langgraph7b,langgraph-context_corruption-011,context_corruption,7,3,3,False,False,False
langgraph7b,langgraph-context_corruption-012,context_corruption,5,2,2,False,False,False
langgraph7b,langgraph-context_corruption-013,context_corruption,6,2,3,True,True,True
langgraph7b,langgraph-context_corruption-014,context_corruption,7,2,4,False,False,False
langgraph7b,langgraph-context_corruption-015,context_corruption,5,2,2,False,False,False
langgraph7b,langgraph-context_corruption-016,context_corruption,7,3,3,False,False,False
langgraph7b,langgraph-context_corruption-017,context_corruption,5,3,1,False,False,False
langgraph7b,langgraph-context_corruption-018,context_corruption,7,3,3,True,False,False
langgraph7b,langgraph-context_corruption-019,context_corruption,6,3,2,False,True,True
langgraph7b,langgraph-context_corruption-020,context_corruption,5,3,1,False,False,False
langgraph7b,langgraph-context_corruption-021,context_corruption,4,2,1,True,True,True
langgraph7b,langgraph-context_corruption-022,context_corruption,5,2,2,False,False,False
langgraph7b,langgraph-context_corruption-023,context_corruption,7,2,4,False,False,False
langgraph7b,langgraph-context_corruption-024,context_corruption,5,3,1,False,False,False
langgraph7b,langgraph-context_corruption-025,context_corruption,7,3,3,False,False,False
langgraph7b,langgraph-context_corruption-026,context_corruption,6,2,3,False,False,False
langgraph7b,langgraph-context_corruption-027,context_corruption,5,2,2,False,False,False
langgraph7b,langgraph-context_corruption-028,context_corruption,6,3,2,False,False,False
langgraph7b,langgraph-context_corruption-029,context_corruption,6,2,3,False,True,True
langgraph7b,langgraph-context_corruption-030,context_corruption,7,3,3,False,False,False
langgraph7b,langgraph-context_corruption-032,context_corruption,7,2,4,False,False,False
langgraph7b,langgraph-context_corruption-033,context_corruption,6,2,3,False,True,False
langgraph7b,langgraph-context_corruption-034,context_corruption,5,3,1,False,False,False
langgraph7b,langgraph-context_corruption-035,context_corruption,6,3,2,False,False,False
real_research7b,real-looping-000,looping,6,2,3,True,True,True
real_research7b,real-looping-001,looping,6,2,3,True,True,True
real_research7b,real-looping-002,looping,6,2,3,True,True,True
real_research7b,real-looping-003,looping,6,2,3,True,True,True
real_research7b,real-looping-004,looping,6,2,3,True,True,True
real_research7b,real-looping-005,looping,6,2,3,True,True,True
real_research7b,real-looping-006,looping,5,2,2,True,True,True
real_research7b,real-looping-007,looping,6,2,3,True,True,True
real_research7b,real-looping-008,looping,6,2,3,True,True,True
real_research7b,real-looping-009,looping,6,2,3,True,True,True
real_research7b,real-looping-010,looping,5,2,2,True,True,True
real_research7b,real-looping-011,looping,6,2,3,True,True,True
real_research7b,real-looping-012,looping,6,2,3,True,True,True
real_research7b,real-looping-013,looping,6,2,3,True,True,True
real_research7b,real-looping-014,looping,7,2,4,True,True,True
real_research7b,real-looping-015,looping,6,2,3,True,True,True
real_research7b,real-looping-016,looping,6,2,3,True,True,True
real_research7b,real-looping-017,looping,6,2,3,True,True,True
real_research7b,real-looping-018,looping,6,2,3,True,True,True
real_research7b,real-looping-019,looping,6,2,3,True,True,True
real_research7b,real-looping-020,looping,6,2,3,True,True,True
real_research7b,real-looping-021,looping,6,2,3,True,True,True
real_research7b,real-tool_cascade-000,tool_cascade,6,2,3,True,False,False
real_research7b,real-tool_cascade-001,tool_cascade,6,2,3,False,False,False
real_research7b,real-tool_cascade-002,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-003,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-004,tool_cascade,7,2,4,True,True,True
real_research7b,real-tool_cascade-005,tool_cascade,5,2,2,False,False,False
real_research7b,real-tool_cascade-006,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-007,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-008,tool_cascade,6,2,3,True,True,False
real_research7b,real-tool_cascade-009,tool_cascade,5,2,2,True,True,True
real_research7b,real-tool_cascade-010,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-011,tool_cascade,5,2,2,False,True,True
real_research7b,real-tool_cascade-012,tool_cascade,5,2,2,False,False,False
real_research7b,real-tool_cascade-013,tool_cascade,6,2,3,False,False,False
real_research7b,real-tool_cascade-014,tool_cascade,6,2,3,False,False,False
real_research7b,real-tool_cascade-015,tool_cascade,5,2,2,False,False,False
real_research7b,real-tool_cascade-016,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-017,tool_cascade,6,2,3,True,True,True
real_research7b,real-tool_cascade-018,tool_cascade,5,2,2,True,True,True
real_research7b,real-tool_cascade-019,tool_cascade,6,2,3,False,True,True
real_research7b,real-tool_cascade-020,tool_cascade,6,2,3,False,True,False
real_research7b,real-tool_cascade-021,tool_cascade,6,2,3,False,False,False
real_research7b,real-rate_limit-000,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-001,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-002,rate_limit,5,2,2,False,True,True
real_research7b,real-rate_limit-003,rate_limit,6,2,3,False,True,True
real_research7b,real-rate_limit-004,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-005,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-006,rate_limit,6,2,3,False,True,True
real_research7b,real-rate_limit-007,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-009,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-010,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-011,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-013,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-014,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-015,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-016,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-017,rate_limit,6,2,3,False,False,False
real_research7b,real-rate_limit-018,rate_limit,5,2,2,False,True,True
real_research7b,real-rate_limit-020,rate_limit,6,2,3,True,True,True
real_research7b,real-rate_limit-021,rate_limit,6,2,3,True,True,True
real_research7b,real-timeout-000,timeout,6,2,3,True,False,False
real_research7b,real-timeout-001,timeout,5,2,2,False,False,False
real_research7b,real-timeout-002,timeout,5,2,2,False,False,False
real_research7b,real-timeout-003,timeout,6,2,3,True,True,True
real_research7b,real-timeout-004,timeout,6,2,3,True,False,False
real_research7b,real-timeout-005,timeout,6,2,3,False,False,False
real_research7b,real-timeout-006,timeout,6,2,3,True,True,True
real_research7b,real-timeout-007,timeout,5,2,2,True,True,True
real_research7b,real-timeout-008,timeout,5,2,2,False,True,False
real_research7b,real-timeout-009,timeout,6,2,3,True,False,False
real_research7b,real-timeout-010,timeout,5,2,2,False,False,False
real_research7b,real-timeout-011,timeout,5,2,2,False,False,False
real_research7b,real-timeout-012,timeout,6,2,3,False,True,True
real_research7b,real-timeout-013,timeout,6,2,3,True,True,True
real_research7b,real-timeout-014,timeout,6,2,3,True,True,True
real_research7b,real-timeout-015,timeout,8,2,5,True,True,True
real_research7b,real-timeout-016,timeout,6,2,3,False,True,True
real_research7b,real-timeout-019,timeout,5,2,2,False,False,False
real_research7b,real-timeout-020,timeout,6,2,3,True,False,False
real_research7b,real-timeout-021,timeout,6,2,3,False,True,True
real_research7b,real-wrong_document-000,wrong_document,8,2,5,True,False,False
real_research7b,real-wrong_document-001,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-002,wrong_document,7,2,4,False,True,True
real_research7b,real-wrong_document-003,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-004,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-005,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-006,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-007,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-008,wrong_document,7,2,4,False,False,False
real_research7b,real-wrong_document-009,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-010,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-011,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-012,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-013,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-014,wrong_document,6,2,3,True,False,False
real_research7b,real-wrong_document-015,wrong_document,5,2,2,False,False,False
real_research7b,real-wrong_document-016,wrong_document,8,2,5,True,False,False
real_research7b,real-wrong_document-017,wrong_document,7,2,4,False,False,False
real_research7b,real-wrong_document-018,wrong_document,7,2,4,False,False,False
real_research7b,real-wrong_document-019,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-020,wrong_document,6,2,3,False,False,False
real_research7b,real-wrong_document-021,wrong_document,7,2,4,False,False,False
real_research7b,real-malformed_json-000,malformed_json,7,2,4,False,False,False
real_research7b,real-malformed_json-001,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-002,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-003,malformed_json,7,2,4,False,False,False
real_research7b,real-malformed_json-004,malformed_json,5,2,2,False,False,False
real_research7b,real-malformed_json-005,malformed_json,5,2,2,False,False,False
real_research7b,real-malformed_json-006,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-007,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-008,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-009,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-010,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-011,malformed_json,7,2,4,False,False,False
real_research7b,real-malformed_json-012,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-013,malformed_json,5,2,2,False,False,False
real_research7b,real-malformed_json-014,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-015,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-016,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-017,malformed_json,8,2,5,True,False,False
real_research7b,real-malformed_json-018,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-019,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-020,malformed_json,6,2,3,False,False,False
real_research7b,real-malformed_json-021,malformed_json,6,2,3,False,False,False
real_research7b,real-context_corruption-000,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-001,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-002,context_corruption,5,2,2,False,False,False
real_research7b,real-context_corruption-003,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-004,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-005,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-006,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-007,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-008,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-009,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-010,context_corruption,6,2,3,True,False,False
real_research7b,real-context_corruption-011,context_corruption,5,2,2,False,False,False
real_research7b,real-context_corruption-012,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-013,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-014,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-015,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-016,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-017,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-018,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-019,context_corruption,5,2,2,False,False,False
real_research7b,real-context_corruption-020,context_corruption,6,2,3,False,False,False
real_research7b,real-context_corruption-021,context_corruption,6,2,3,False,False,False
real_research7b,real-goal_drift-000,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-001,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-002,goal_drift,6,2,3,False,True,True
real_research7b,real-goal_drift-003,goal_drift,7,2,4,False,True,True
real_research7b,real-goal_drift-004,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-005,goal_drift,6,2,3,False,True,True
real_research7b,real-goal_drift-006,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-007,goal_drift,7,2,4,False,True,True
real_research7b,real-goal_drift-008,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-009,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-010,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-011,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-012,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-013,goal_drift,6,2,3,False,True,True
real_research7b,real-goal_drift-014,goal_drift,8,2,5,True,True,True
real_research7b,real-goal_drift-015,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-016,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-017,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-018,goal_drift,5,2,2,False,False,False
real_research7b,real-goal_drift-019,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-020,goal_drift,6,2,3,False,False,False
real_research7b,real-goal_drift-021,goal_drift,6,2,3,False,False,False
real_research7b_long,real-looping-000,looping,11,2,8,True,True,True
real_research7b_long,real-looping-001,looping,11,2,8,True,True,True
real_research7b_long,real-looping-002,looping,11,2,8,True,True,True
real_research7b_long,real-looping-003,looping,11,2,8,True,True,True
real_research7b_long,real-looping-004,looping,11,2,8,True,True,True
real_research7b_long,real-looping-005,looping,11,2,8,True,True,True
real_research7b_long,real-tool_cascade-000,tool_cascade,11,2,8,True,True,True
