monitor,detection_rate,healthy_fa_rate,mean_lead_all,median_delay,episode_auc,det[goal_drift],det[looping],det[tool_cascade],det[context_corruption]
"esn_cusum_max[e,u,m]",0.3829787234042553,0.08333333333333333,0.5957446808510638,1.0,0.7996453900709221,0.3333333333333333,0.36363636363636365,0.8333333333333334,0.0
esn_cusum[e],0.2765957446808511,0.16666666666666666,0.19148936170212766,2.0,0.5195035460992907,0.25,0.36363636363636365,0.3333333333333333,0.16666666666666666
self_drift,0.10638297872340426,0.16666666666666666,0.0,3.0,0.4308510638297873,0.08333333333333333,0.09090909090909091,0.16666666666666666,0.08333333333333333
linear_ar,0.2978723404255319,0.08333333333333333,0.40425531914893614,1.0,0.7358156028368794,0.16666666666666666,0.2727272727272727,0.75,0.0
gru,0.3191489361702128,0.0,0.3829787234042553,1.0,0.7624113475177305,0.25,0.2727272727272727,0.75,0.0
lstm,0.2978723404255319,0.0,0.3404255319148936,1.0,0.7783687943262411,0.08333333333333333,0.36363636363636365,0.75,0.0
delta_mahalanobis,0.5531914893617021,0.16666666666666666,0.574468085106383,1.0,0.8120567375886524,0.5,0.8181818181818182,0.75,0.16666666666666666
mahalanobis,0.3617021276595745,0.08333333333333333,0.40425531914893614,1.0,0.7819148936170213,0.16666666666666666,0.6363636363636364,0.6666666666666666,0.0
iforest,0.2127659574468085,0.0,0.0,3.0,0.7234042553191489,0.16666666666666666,0.2727272727272727,0.4166666666666667,0.0
