monitor,quantile,theta,healthy_fa_rate,detection_rate,median_delay,median_lead
esn_full,0.5,1.9192571622023993,0.53125,0.5275,3.0,11.0
esn_full,0.5207916666666667,1.9670759154275985,0.51875,0.5225,3.0,11.0
esn_full,0.5415833333333333,2.0544532457611493,0.45625,0.5275,3.0,11.0
esn_full,0.562375,2.0621238893786047,0.45625,0.53,3.0,11.0
esn_full,0.5831666666666666,2.1625900837516894,0.425,0.55,3.0,11.0
esn_full,0.6039583333333334,2.1945565345671674,0.4125,0.55,3.0,11.0
esn_full,0.62475,2.224852339073496,0.40625,0.545,3.0,11.0
esn_full,0.6455416666666667,2.288700247756467,0.38125,0.5625,3.0,11.0
esn_full,0.6663333333333333,2.4563242434488686,0.34375,0.55,3.0,11.0
esn_full,0.687125,2.521100997487256,0.31875,0.555,3.0,11.0
esn_full,0.7079166666666666,2.689897543447536,0.3,0.55,3.0,11.0
esn_full,0.7287083333333333,2.8065526184208616,0.2875,0.545,3.0,11.0
esn_full,0.7495,3.1983541138489704,0.26875,0.545,3.0,11.0
esn_full,0.7702916666666666,3.3149830927375064,0.25625,0.54,3.0,11.0
esn_full,0.7910833333333334,3.594982987615425,0.24375,0.535,3.0,11.0
esn_full,0.811875,4.109840935598657,0.2375,0.535,3.0,11.0
esn_full,0.8326666666666667,5.080151060237773,0.19375,0.5275,4.0,10.0
esn_full,0.8534583333333333,5.232178085057363,0.175,0.535,4.0,10.0
esn_full,0.87425,5.7600959675579855,0.1,0.53,4.0,9.0
esn_full,0.8950416666666667,5.959628810791034,0.06875,0.52,4.0,9.0
esn_full,0.9158333333333333,6.111631672473333,0.05,0.5225,4.0,9.0
esn_full,0.936625,6.301665866701086,0.0375,0.5125,4.0,9.0
esn_full,0.9574166666666667,6.658502397267016,0.025,0.4775,4.0,9.0
esn_full,0.9782083333333333,6.986383494733587,0.01875,0.455,4.0,9.0
esn_full,0.999,8.80843442959182,0.0,0.325,4.0,9.0
esn_single,0.5,1.7651130557478776,0.53125,0.455,2.0,11.0
esn_single,0.5207916666666667,1.812528472075037,0.5,0.455,2.0,11.0
esn_single,0.5415833333333333,1.9295436918177253,0.46875,0.4525,2.0,11.0
esn_single,0.562375,1.9689749855328011,0.45,0.4575,2.0,11.0
esn_single,0.5831666666666666,2.0406046131669386,0.4375,0.4675,2.0,11.0
esn_single,0.6039583333333334,2.080545125742553,0.4375,0.475,3.0,11.0
esn_single,0.62475,2.2432075104611235,0.39375,0.4925,3.0,11.0
esn_single,0.6455416666666667,2.2674056548128396,0.38125,0.4975,3.0,11.0
esn_single,0.6663333333333333,2.4017450730679206,0.3375,0.5125,3.0,11.0
esn_single,0.687125,2.5851825016987315,0.3,0.52,3.0,11.0
esn_single,0.7079166666666666,2.6623176518874665,0.29375,0.515,3.0,11.0
esn_single,0.7287083333333333,2.7194940785706523,0.2875,0.52,3.0,11.0
esn_single,0.7495,2.8236042127283434,0.2875,0.52,3.0,11.0
esn_single,0.7702916666666666,2.9287311447347046,0.275,0.515,3.0,11.0
esn_single,0.7910833333333334,3.1634251207107456,0.275,0.52,3.0,11.0
esn_single,0.811875,4.373845232237296,0.2375,0.515,4.0,10.0
esn_single,0.8326666666666667,4.787237866953804,0.2125,0.5075,4.0,10.0
